REJECTED | reason=characters changed: [አንበሳውስጋስላየአጉረመረመ] → [አንበሳውስጋስላጠአጉረመረመ] | original=[አንበሳው ስጋ ስላ የ አጉረመረ መ] | corrected=[አንበሳው ስጋ ስላጠ አጉረመረመ]
REJECTED | reason=characters changed: [ሰርዊንስተንንአንድጊዜእንደምንምእወቃቸው] → [ሰርዊንስተርንአንድጊዜእንደምንምእወቃቸው] | original=[ሰር ዊንስተን ን አንድ ጊዜ እንደምን ም እወ ቃቸው] | corrected=[ሰር ዊንስተርን አንድ ጊዜ እንደምንም እወቃቸው]
REJECTED | reason=characters changed: [ኢትዮጵያዊያንከግማሽሚሊዮንሜትሪክቶንበላይእህልይፈልጋሉ] → [ኢትዮጵያውያንከግማሽሚሊዮንሜትሪክቶንበላይእህልይፈልጋሉ] | original=[ኢትዮጵያዊያ ን ከ ግማሽ ሚሊዮን ሜትሪክ ቶን በላይ እህል ይፈልጋሉ] | corrected=[ኢትዮጵያውያን ከግማሽ ሚሊዮን ሜትሪክ ቶን በላይ እህል ይፈልጋሉ]
REJECTED | reason=characters changed: [የፓትርያሊኩየሮማንያጉዞነቀፌታንአስከተለተቃውሞውምነቀፌታውምከተጧጧፈባቸውአመታትተቆጥረዋል] → [የፓትርያሊኩየሮማንያጉዞነቀፌታንአስከተለተቃውሙምነቀፌታውምከተጧጧፈባቸውአመታትተቆጥረዋል] | original=[የፓትር ያ ሊ ኩ የ ሮማን ያ ጉዞ ነቀፌታ ን አስከተለ ተቃውሞው ም ነቀፌታ ውም ከተ ጧጧፈ ባቸው አመታት ተቆጥ ረዋል] | corrected=[የፓትርያሊኩ የሮማንያ ጉዞ ነቀፌታን አስከተለ ተቃውሙም ነቀፌታውም ከተጧጧፈባቸው አመታት ተቆጥረዋል]
REJECTED | reason=characters changed: [እነዚህኢትዮጵያንከፊታችንነሀሴወርጀምሮያደርግላቸውየነበረውንእርዳታሙሉበሙሉእንደሚያቋርጠውናየስደተኝነትእውቅናቸውንእንደሚነሳቸውታውቋል] → [እነዚህኢትዮጵያንከፊታችንነሀሴወርጀምሮያደረግላቸውየነበረውንእርዳታሙሉበሙሉእንደሚያቋርጠውናየስደተኝነትእውቅናቸውንእንደሚነሳቸውታውቋል] | original=[እነዚህ ኢትዮጵያ ን ከ ፊታችን ነሀሴ ወር ጀምሮ ያደርግ ላቸው የነበረው ን እርዳታ ሙሉ በ ሙሉ እንደሚያ ቋርጠው ና የ ስደተኝነት እውቅና ቸውን እንደሚ ነሳቸው ታውቋል] | corrected=[እነዚህ ኢትዮጵያን ከፊታችን ነሀሴ ወር ጀምሮ ያደረግላቸው የነበረውን እርዳታ ሙሉ በሙሉ እንደሚያቋርጠውና የስደተኝነት እውቅናቸውን እንደሚነሳቸው ታውቋል]
REJECTED | reason=characters changed: [ወደደቡብእንግሊዝየተጓዘውማንቸስተርዩናይትድሳውዝአምፕተንንሶስትለዜሮአሸንፏል] → [ወደደቡብእንግሊዝየተጓዘውማንቸስተርዩናይትድሳውዝአምፕተንሶስትለዜሮአሸንፏል] | original=[ወደ ደቡብ እንግሊዝ የተጓዘ ው ማንቸስተር ዩናይትድ ሳውዝ አምፕተን ን ሶስት ለ ዜሮ አሸን ፏል] | corrected=[ወደ ደቡብ እንግሊዝ የተጓዘው ማንቸስተር ዩናይትድ ሳውዝ አምፕተን ሶስት ለዜሮ አሸንፏል]
REJECTED | reason=characters changed: [መቃረቢያመንገዶችበኢትዮጵያኑተይዘዋል] → [መቃረቢያመንገዶችበኢትዮጵያነውተይዘዋል] | original=[መቃረ ቢያ መንገዶች በ ኢትዮጵያ ኑ ተ ይዘዋል] | corrected=[መቃረቢያ መንገዶች በኢትዮጵያ ነው ተይዘዋል]
REJECTED | reason=characters changed: [የኦሮሞህዝብዴሞክራሲያውድርጅትኦህዲበተለያዩምክንያቶችለሶስትየማእከላዊኮሚቴአባላትማስጠንቀቂያበመስጠትሽግሽግአደረገ] → [የኦሮሞህዝብዴሞክራሲያዊድርጅትኦህዲበተለያዩምክንያቶችለሶስትየማእከላዊኮሚቴአባላትማስጠንቀቂያበመስጠትሽግሽግአደረገ] | original=[የኦሮሞ ህዝብ ዴሞክራሲያ ው ድርጅት ኦህዲ በ ተለያዩ ምክንያቶች ለ ሶስት የ ማእከላዊ ኮሚቴ አባላት ማስጠንቀቂያ በ መስጠት ሽግሽግ አደረገ] | corrected=[የኦሮሞ ህዝብ ዴሞክራሲያዊ ድርጅት ኦህዲ በተለያዩ ምክንያቶች ለሶስት የማእከላዊ ኮሚቴ አባላት ማስጠንቀቂያ በመስጠት ሽግሽግ አደረገ]
REJECTED | reason=characters changed: [አለምባንኩለሰራዊቱመቋቋሚያናለሌሎችተጓዳኝጉዳዮችእርዳታእንዲሰጥናኢትዮጵያምሰራዊትዋንእንድትቀንስመዋዋላቸውአይዘነጋም] → [አለምባንኩለሰራዊቱመቋቋሚያናለሌሎችተጓዳኝጉዳዮችእርዳታእንዲሰጥናኢትዮጵያምሰራዊቷንእንድትቀንስመዋዋላቸውአይዘነጋም] | original=[አለም ባንኩ ለ ሰራዊቱ መቋቋሚያ ና ለ ሌሎች ተጓዳኝ ጉዳዮች እርዳታ እንዲሰጥ ና ኢትዮጵያ ም ሰራዊት ዋን እንድት ቀንስ መዋዋ ላቸው አይ ዘነጋ ም] | corrected=[አለም ባንኩ ለሰራዊቱ መቋቋሚያ ና ለሌሎች ተጓዳኝ ጉዳዮች እርዳታ እንዲሰጥና ኢትዮጵያም ሰራዊቷን እንድትቀንስ መዋዋላቸው አይዘነጋም]
REJECTED | reason=characters changed: [ቡድንህትናንትምዛሬምበዲሲፕሊንይታማል] → [ቡድኑትናንትምዛሬምበዲሲፕሊንይታማል] | original=[ቡድን ህ ትናንት ም ዛሬ ም በ ዲሲፕሊን ይታ ማል] | corrected=[ቡድኑ ትናንትም ዛሬም በዲሲፕሊን ይታማል]
REJECTED | reason=characters changed: [ኢትዮጵያውያንንከማንገላታትግንመሪዎችዋአልተቆጠቡም] → [ኢትዮጵያውያንንከማንገላታትግንመሪዎቻቸውአልተቆጠቡም] | original=[ኢትዮጵያውያ ን ን ከ ማንገላታት ግን መሪዎች ዋ አል ተቆጠቡ ም] | corrected=[ኢትዮጵያውያንን ከማንገላታት ግን መሪዎቻቸው አልተቆጠቡም]
REJECTED | reason=characters changed: [ጋዜጦቹበተለይበውጭአገርያሉኢትዮጵያውያንንበማስተባበርበኩልትልቅሚናተጫውተዋል] → [ጋዜጦቹበተለይበውጭአገርያሉኢትዮጵያውያንበማስተባበርበኩልትልቅሚናተጫውተዋል] | original=[ጋዜጦቹ በተለይ በውጭ አገር ያሉ ኢትዮጵያውያ ን ን በ ማስተባበር በኩል ትልቅ ሚና ተጫውተ ዋል] | corrected=[ጋዜጦቹ በተለይ በውጭ አገር ያሉ ኢትዮጵያውያን በማስተባበር በኩል ትልቅ ሚና ተጫውተዋል]
REJECTED | reason=characters changed: [ስለገንዘቡጠየቅናቸውለመንናቸው] → [ስለገንዘቡጠየቅናቸውለምንናቸው] | original=[ስለ ገንዘቡ ጠየቅናቸው ለመን ናቸው] | corrected=[ስለገንዘቡ ጠየቅናቸው ለምን ናቸው]
REJECTED | reason=characters changed: [የኢትዮጵያመንግስትወታደራዊግንባታዎችንእያሳደገመምጣትካለበትስጋትአኳያሊሆንእንደሚችልአንዳንድአስተያየትሰጭቺዎችይናገራሉ] → [የኢትዮጵያመንግስትወታደራዊግንባታዎችንእያሳደገመምጣትካለበትስጋትአኳያሊሆንእንደሚችልአንዳንድአስተያየትሰጭዎችይናገራሉ] | original=[የ ኢትዮጵያ መንግስት ወታደራዊ ግንባታ ዎችን እያሳደገ መምጣት ካለ በት ስጋት አኳያ ሊሆን እንደሚ ችል አንዳንድ አስተያየት ሰጭ ቺ ዎች ይናገራሉ] | corrected=[የኢትዮጵያ መንግስት ወታደራዊ ግንባታዎችን እያሳደገ መምጣት ካለበት ስጋት አኳያ ሊሆን እንደሚችል አንዳንድ አስተያየት ሰጭዎች ይናገራሉ]
REJECTED | reason=characters changed: [ዴሞክራሲያዊማእከላዊነትንማክበራችንንናአለማክበራችንንሊያሳይየሚችልእድልምአልተሰጠንም] → [ዴሞክራሲያዊማእከላዊነትንማክበራችንናአለማክበራችንሊያሳይየሚችልእድልምአልተሰጠንም] | original=[ዴሞክራሲያዊ ማእከላዊ ነትን ማክበራችን ንና አለ ማክበራችን ን ሊያ ሳይ የሚችል እድል ም አልተሰጠ ንም] | corrected=[ዴሞክራሲያዊ ማእከላዊነትን ማክበራችንና አለማክበራችን ሊያሳይ የሚችል እድልም አልተሰጠንም]
REJECTED | reason=characters changed: [ሱዳናዊያንስደተኞችበቁጥጥርስርእየዋሉናቸው] → [ሱዳናውያንስደተኞችበቁጥጥርስርእየዋሉናቸው] | original=[ሱዳናዊ ያን ስደተኞች በ ቁጥጥር ስር እየ ዋሉ ናቸው] | corrected=[ሱዳናውያን ስደተኞች በቁጥጥር ስር እየዋሉ ናቸው]
REJECTED | reason=characters changed: [የፕሬዝዳንትክሊንተንጉብኝትበሚካሄበትወቅትምበአሜሪካናበየሀገሮቹተቃውሞውእየተስተባበረነው] → [የፕሬዝዳንትክሊንተንጉብኝትበሚካሄድበትወቅትምበአሜሪካናበየሀገሮቹተቃውሞውእየተስተባበረነው] | original=[የ ፕሬዝዳንት ክሊንተን ጉብኝት በሚ ካሄ በት ወቅት ም በ አሜሪካ ና በ የሀገሮቹ ተቃውሞው እየተ ስ ተባበረ ነው] | corrected=[የፕሬዝዳንት ክሊንተን ጉብኝት በሚካሄድበት ወቅትም በአሜሪካ ና በየሀገሮቹ ተቃውሞው እየተስተባበረ ነው]
REJECTED | reason=characters changed: [የባህርዳርናየጐንደርነዳጅዴፖዎችምየማስፋፋትስራእንደሚከናወንባቸውተወስኖባጀትተይዞላቸዋል] → [የባህርዳርናየጐንደርነዳጅዴፖዎችምየማስፋፋትስራእንደሚከናወናቸውተወስኖባጀትተይዞላቸዋል] | original=[የ ባህር ዳር ና የ ጐንደር ነዳጅ ዴፖ ዎችም የ ማስፋፋት ስራ እንደሚ ከናወን ባቸው ተወስኖ ባጀት ተይዞ ላቸዋል] | corrected=[የባህር ዳርና የጐንደር ነዳጅ ዴፖዎችም የማስፋፋት ስራ እንደሚከናወናቸው ተወስኖ ባጀት ተይዞላቸዋል]
REJECTED | reason=characters changed: [በተለያዩየአሜሪካክፍለግዛቶችየሚገኙኢትዮጵያዊተጋጣሚዎችወደአትላንታበማምራትግጥሚያውንያከናውናሉ] → [በተለያዩየአሜሪካክፍለግዛቶችየሚገኙኢትዮጵያዊተጋጣሚዎችወደአትላንታበማምራትግጥሚያውንያካናውናሉ] | original=[በ ተለያዩ የ አሜሪካ ክፍለ ግዛቶች የሚገኙ ኢትዮጵያዊ ተጋጣሚ ዎች ወደ አትላንታ በ ማምራት ግጥሚያ ውን ያ ከ ና ው ና ሉ] | corrected=[በተለያዩ የአሜሪካ ክፍለ ግዛቶች የሚገኙ ኢትዮጵያዊ ተጋጣሚዎች ወደ አትላንታ በማምራት ግጥሚያውንያካናውናሉ]
REJECTED | reason=characters changed: [የዩኒቨርስቲተማሪዎችበመሆንወንጀልየተቀጣንባቸውእለታት] → [የዩኒቨርስቲተማሪዎችበመሆንወንጀልየተቀጣናቸውእለታት] | original=[የ ዩኒቨርስቲ ተማሪዎች በ መሆን ወንጀል የተቀጣ ን ባቸው እለታት] | corrected=[የዩኒቨርስቲ ተማሪዎች በመሆን ወንጀል የተቀጣናቸው እለታት]
REJECTED | reason=characters changed: [አይዞሽከኔጋርኮብልዪብሎአስኮብልሎአረገዝኩስትለውጊዜአይንሽንላፈርአላት] → [አይዞሽከኔጋርኮብልዪብሎአስኮብሎአረገዝኩስትለውጊዜአይንሽንላፈርአላት] | original=[አይዞ ሽ ከ ኔ ጋር ኮብል ዪ ብሎ አስ ኮብል ሎ አረገዝኩ ስት ለ ው ጊዜ አይንሽ ን ላ ፈር አላ ት] | corrected=[አይዞሽ ከኔ ጋር ኮብልዪ ብሎ አስኮብሎ አረገዝኩ ስትለው ጊዜ አይንሽን ላፈር አላት]
REJECTED | reason=characters changed: [ሌላውሚድስብሮበሜዳውበሊቨርፑልሶስለአንድተሸንፏል] → [ሌላውሚድስብሮበሜዳውበሊቨርፑልሶስትለአንድተሸንፏል] | original=[ሌላው ሚድ ስ ብሮ በ ሜዳው በ ሊቨርፑል ሶስ ለ አንድ ተሸን ፏል] | corrected=[ሌላው ሚድስብሮ በሜዳው በሊቨርፑል ሶስት ለአንድ ተሸንፏል]
REJECTED | reason=characters changed: [ይሁንናኢህአድግዴሞክራሲያዊስርአትንለማስፈንያደረጋቸውሙከራዎችእንዳልተሳኩለትአብራርተዋል] → [ይሁንናኢህአድግዴሞክራሲያዊስርአትንለማስፈንያደረጋቸውሙከራዎችእንዳልተሳኩለትአብርርተዋል] | original=[ይሁን ና ኢህ አ ድግ ዴሞክራሲያዊ ስርአት ን ለማስፈን ያደረጋቸው ሙከራ ዎች እንዳል ተ ሳኩለት አብራር ተዋል] | corrected=[ይሁንና ኢህአድግ ዴሞክራሲያዊ ስርአትን ለማስፈን ያደረጋቸው ሙከራዎች እንዳልተሳኩለት አብርርተዋል]
REJECTED | reason=characters changed: [ኢታማዦርሹምናጠቅላይሚኒስተርመለስተወዛግበውነበር] → [ኢታማዦርሹምናጠቅላይሚኒስተርመለስተወዛግቡነበር] | original=[ኢታ ማዦር ሹም ና ጠቅላይ ሚኒስተር መለስ ተወዛግ በ ው ነበር] | corrected=[ኢታማዦር ሹም ና ጠቅላይ ሚኒስተር መለስ ተወዛግቡ ነበር]
REJECTED | reason=characters changed: [በተለይረዳትአርቢትሮችየሚፈጽሟቸውስህተቶችየጨዋታውውበትእንዳበላሹትበተመልካቹአንደበትሲነገርተደምጧል] → [በተለይረዳትአርቢትሮችየሚፈጽሟቸውስህተቶችየጨዋታውንውበትእንዳበላሹትበተመልካቹአንደበትሲነገርተደምጧል] | original=[በተለይ ረዳት አርቢትሮች የሚፈጽሟቸው ስህተቶች የ ጨዋታው ው በት እንዳ በላሹት በ ተመልካቹ አንደ በት ሲ ነገር ተደም ጧል] | corrected=[በተለይ ረዳት አርቢትሮች የሚፈጽሟቸው ስህተቶች የጨዋታውን ውበት እንዳበላሹት በተመልካቹ አንደበት ሲነገር ተደምጧል]
REJECTED | reason=characters changed: [ይህሪፑብሊክኢትዮጵያንኤትራንሶማልያናጅቡቲንያካትታል] → [ይህሪፑብሊክኢትዮጵያንኤትራንሶማልያናጅቡቲንያካታል] | original=[ይህ ሪፑብሊክ ኢትዮጵያ ን ኤትራ ን ሶማልያ ና ጅቡቲ ን ያካት ታል] | corrected=[ይህ ሪፑብሊክ ኢትዮጵያን ኤትራን ሶማልያ ና ጅቡቲን ያካታል]
REJECTED | reason=characters changed: [አይዞሽከኔጋርኮብልዪብሎአስኮብልሎአረገዝኩስትለውጊዜአይንሽንላፈርአላት] → [አይዞሽከኔጋርኮብልዪብሎአስኮብሎአረገዝኩስትለውጊዜአይንሽንላፈርአላት] | original=[አይዞ ሽ ከ ኔ ጋር ኮብል ዪ ብሎ አስ ኮብል ሎ አረገዝኩ ስት ለ ው ጊዜ አይንሽ ን ላ ፈር አላ ት] | corrected=[አይዞሽ ከኔ ጋር ኮብልዪ ብሎ አስኮብሎ አረገዝኩ ስትለው ጊዜ አይንሽን ላፈር አላት]
REJECTED | reason=characters changed: [ስህተትንናግድፈትንመፈጸምለፍጡራንአዲስክስተትአይደለም] → [ስህተትናግድፈትንመፈጸምለፍጡራንአዲስክስተትአይደለም] | original=[ስህተት ንና ግድፈት ን መፈጸም ለ ፍጡራን አዲስ ክስተት አይደለም] | corrected=[ስህተትና ግድፈትን መፈጸም ለፍጡራን አዲስ ክስተት አይደለም]
REJECTED | reason=characters changed: [ተጋጣሚዎቹሪያልማድሪንናባርሴሎናነበሩ] → [ተጋጣሚዎቹሪያልማድሪናባርሴሎናነበሩ] | original=[ተጋጣሚ ዎቹ ሪያል ማ ድሪ ንና ባርሴሎና ነበሩ] | corrected=[ተጋጣሚዎቹ ሪያል ማድሪና ባርሴሎና ነበሩ]
REJECTED | reason=characters changed: [ሚስትአግብተውሶስትልጆችበትነውየጠፉትቄስፊሊጶስደብርተገኙ] → [ሚስትአግብተውሶስትልጆችብትነውየጠፉትቄስፊሊጶስደብርተገኙ] | original=[ሚስት አ ግብተው ሶስት ልጆች በት ነው የ ጠፉት ቄስ ፊሊ ጶ ስ ደብር ተገኙ] | corrected=[ሚስት አግብተው ሶስት ልጆች ብት ነው የጠፉት ቄስ ፊሊጶስ ደብር ተገኙ]
REJECTED | reason=characters changed: [ኤርትራበተመድጉባኤኢትዮጵያጫናእንዲደረግባትጠየቅች] → [ኤርትራበተመድጉባኤኢትዮጵያጫናእንዲደረግባትጠየቀች] | original=[ኤርትራ በ ተመድ ጉባኤ ኢትዮጵያ ጫና እንዲደረግ ባት ጠየቅ ች] | corrected=[ኤርትራ በተመድ ጉባኤ ኢትዮጵያ ጫና እንዲደረግባት ጠየቀች]
REJECTED | reason=characters changed: [የሮቤርቶያኮናንብረትተቃጠለ] → [የሮቤርቶያኮናንንብረትተቃጠለ] | original=[የ ሮቤርቶ ያኮ ና ንብረት ተቃጠለ] | corrected=[የሮቤርቶ ያኮናን ንብረት ተቃጠለ]
REJECTED | reason=characters changed: [ማንንገድለውምንያህልንዋይእንደሚያገኙእያሰቡወደመኪናዋተጠጉ] → [ማንንገድለውምምንያህልንዋይእንደሚያገኙእያሰቡወደመኪናዋተጠጉ] | original=[ማን ን ገድለው ም ን ያህል ንዋይ እንደሚ ያገኙ እ ያሰቡ ወደ መኪናዋ ተጠጉ] | corrected=[ማንን ገድለውም ምን ያህል ንዋይ እንደሚያገኙ እያሰቡ ወደ መኪናዋ ተጠጉ]
REJECTED | reason=characters changed: [እነዚህባለመንግስቶቹስቃየትእያደረሱብንነው] → [እነዚህባለመንግስቶቹስቃይእያደረሱብንነው] | original=[እነዚህ ባለ መንግስ ቶቹ ስቃ የ ት እያደረሱ ብን ነው] | corrected=[እነዚህ ባለመንግስቶቹ ስቃይ እያደረሱብን ነው]
REJECTED | reason=characters changed: [አሰልጣኙምበጉዳዩማብራሪያሲሰጡዋናውትኩረቴየሮናልዶንተክለሰውነትማስተካከልነውብለዋል] → [አሰልጣኙምበጉዳዩማብራሪያሲሰጡዋናውትኩሬቴየሮናልዶንተክለሰውነትማስተካከልነውብለዋል] | original=[አሰልጣኙ ም በ ጉዳዩ ማብራሪያ ሲሰጡ ዋናው ትኩረ ቴ የ ሮናልዶ ን ተክለ ሰውነት ማስተካከል ነው ብለዋል] | corrected=[አሰልጣኙም በጉዳዩ ማብራሪያ ሲሰጡ ዋናው ትኩሬቴ የሮናልዶን ተክለሰውነት ማስተካከል ነው ብለዋል]
REJECTED | reason=characters changed: [ተማሪዎችየህዝብእንደራሴዎችንአፋጠጧችው] → [ተማሪዎችየህዝብእንደራሴዎችንአፋጠጧቸው] | original=[ተማሪዎች የ ህዝብ እንደ ራሴ ዎችን አፋጠ ጧ ችው] | corrected=[ተማሪዎች የህዝብ እንደራሴዎችን አፋጠጧቸው]
REJECTED | reason=characters changed: [ሆኖምፓትሪያርኩከፍተኛሚናተጫውተውበታልበሚባልለትሂደትትግራይከሌሎችክልሎችተነጥላተጨማሪሶስትጳጳሳትእንዲሰየምላትተደርጓል] → [ሆኖምፓትሪያርኩከፍተኛሚናተጫውተውበታልበሚባለትሂደትትግራይከሌሎችክልሎችተነጥላተጨማሪሶስትጳጳሳትእንዲሰየምላትተደርጓል] | original=[ሆኖ ም ፓትሪያርኩ ከፍተኛ ሚና ተጫውተ ው በታል በሚ ባል ለት ሂደት ትግራይ ከ ሌሎች ክልሎች ተነጥ ላ ተጨማሪ ሶስት ጳጳሳት እንዲ ሰየም ላት ተደርጓል] | corrected=[ሆኖም ፓትሪያርኩ ከፍተኛ ሚና ተጫውተውበታል በሚባለት ሂደት ትግራይ ከሌሎች ክልሎች ተነጥላ ተጨማሪ ሶስት ጳጳሳት እንዲሰየምላት ተደርጓል]
REJECTED | reason=characters changed: [ሶማሊያማእከላዊመንግስትአልባእንደመሆንዋመጠንየጦርአንጃዎችዋበተለያዩየውጭሀይሎችድጋፍየሚንቀሳቀሱናቸው] → [ሶማሊያማእከላዊመንግስትአልባእንደመሆንዋመጠንየጦርአንጃዎቿበተለያዩየውጭሀይሎችድጋፍየሚንቀሳቀሱናቸው] | original=[ሶማሊያ ማእከላዊ መንግስት አልባ እንደ መሆንዋ መጠን የ ጦር አንጃዎች ዋ በ ተለያዩ የውጭ ሀይሎች ድጋፍ የሚንቀሳቀሱ ናቸው] | corrected=[ሶማሊያ ማእከላዊ መንግስት አልባ እንደመሆንዋ መጠን የጦር አንጃዎቿ በተለያዩ የውጭ ሀይሎች ድጋፍ የሚንቀሳቀሱ ናቸው]
REJECTED | reason=characters changed: [ምክንያቱምእነሱምእራሳቸውእንቅሳቄሳችንተገድቧልግንኙነታችንተዳክሟልእያሉነው] → [ምክንያቱምእነሱምእራሳቸውእንቅስቃሴሳችንተገድቧልግንኙነታችንተዳክሟልእያሉነው] | original=[ምክንያቱ ም እነሱ ም እራሳቸው እንቅ ሳቄ ሳችን ተገድ ቧል ግንኙነታችን ተዳክ ሟል እያሉ ነው] | corrected=[ምክንያቱም እነሱም እራሳቸው እንቅስቃሴሳችን ተገድቧል ግንኙነታችን ተዳክሟል እያሉ ነው]
REJECTED | reason=characters changed: [ኮማንደሩየኦጋዴንተወላጅቢሆኑምትምህርታቸውንናየስራልምዳቸውንያገኙትእዚያውሱማሊያውስጥነው] → [ኮማንደሩየኦጋዴንተወላጅቢሆኑምትምህርታቸውናየስራልምዳቸውንያገኙትእዚያውሱማሊያውስጥነው] | original=[ኮማን ደሩ የ ኦጋዴን ተወላጅ ቢ ሆኑ ም ትምህርታቸው ንና የስራ ልምዳቸው ን ያገኙ ት እዚያ ው ሱማሊያ ውስጥ ነው] | corrected=[ኮማንደሩ የኦጋዴን ተወላጅ ቢሆኑም ትምህርታቸውና የስራ ልምዳቸውን ያገኙት እዚያው ሱማሊያ ውስጥ ነው]
REJECTED | reason=characters changed: [የተመድየአስቸኳይእርዳታአስተባባሪኮንሾኤሺማከፍተኛአደጋበኢትዮጵያላይአንዣቧልይለሉ] → [የተመድየአስቸኳይእርዳታአስተባባሪኮንሾኤሺማከፍተኛአደጋበኢትዮጵያላይአንዣቧልይሉ] | original=[የ ተመድ የ አስቸኳይ እርዳታ አስተባባሪ ኮን ሾ ኤ ሺ ማ ከፍተኛ አደጋ በ ኢትዮጵያ ላይ አንዣ ቧል ይ ለ ሉ] | corrected=[የተመድ የአስቸኳይ እርዳታ አስተባባሪ ኮንሾ ኤሺማ ከፍተኛ አደጋ በኢትዮጵያ ላይ አንዣቧል ይሉ]
REJECTED | reason=characters changed: [የባሮወንዝሙላትስምንትሺነዋሪዎችንከቧል] → [የባሮወንዝሙላትስምንትሺነዋሪዎችንከብቧል] | original=[የ ባሮ ወንዝ ሙላት ስምንት ሺ ነዋሪዎች ን ከ ቧል] | corrected=[የባሮ ወንዝ ሙላት ስምንት ሺ ነዋሪዎችን ከብቧል]
REJECTED | reason=characters changed: [ግሬሚዮአሜሪካናታልንሶስትለዜሮሸኝቷል] → [ግሬሚዮአሜሪካናልንሶስትለዜሮሸኝቷል] | original=[ግሬሚዮ አሜሪካ ና ታል ን ሶስት ለ ዜሮ ሸኝቷ ል] | corrected=[ግሬሚዮ አሜሪካናልን ሶስት ለዜሮ ሸኝቷል]
REJECTED | reason=characters changed: [የመጀመሪያውክስከአቶአላሙዲንየመንግስትንእዳኢትኮለሚባልኩባንያለሚከፈልበሚልስበብየወጣውንአስራስድስትሚሊዮንዶላርየሚመለከትነው] → [የመጀመሪያውክስከአቶአላሙዲንየመንግስትንእዳኢትኮለሚባልኩባንያለሚከፈልበሚልስብብየወጣውንአስራስድስትሚሊዮንዶላርየሚመለከትነው] | original=[የመጀመሪያ ው ክስ ከ አቶ አላሙዲ ን የመንግስት ን እዳ ኢትኮ ለሚ ባል ኩባንያ ለሚ ከፈል በሚል ስ በ ብ የ ወጣው ን አስራ ስድስት ሚሊዮን ዶላር የሚ መለከት ነው] | corrected=[የመጀመሪያው ክስ ከአቶ አላሙዲን የመንግስትን እዳ ኢትኮ ለሚባል ኩባንያ ለሚከፈል በሚል ስብብ የወጣውን አስራ ስድስት ሚሊዮን ዶላር የሚመለከት ነው]
REJECTED | reason=characters changed: [ያምሙሉዋየኢትዮጵያካርታተቆርጦመውጣትዋነው] → [ያምሙሉዋየኢትዮጵያካርታተቆርጦመውጣቷነው] | original=[ያ ም ሙሉ ዋ የ ኢትዮጵያ ካርታ ተቆርጦ መውጣት ዋ ነው] | corrected=[ያምሙሉዋ የኢትዮጵያ ካርታ ተቆርጦ መውጣቷ ነው]
REJECTED | reason=characters changed: [ያቀረባቸውማስረጃዎችምምንምወንጀልንአያመለክቱም] → [ያቀረባቸውማስረጃዎችምንምወንጀልንአያመለክቱም] | original=[ያ ቀረባቸው ማስረጃዎች ም ም ንም ወንጀል ን አያ መለክቱ ም] | corrected=[ያቀረባቸው ማስረጃዎች ምንም ወንጀልን አያመለክቱም]
REJECTED | reason=characters changed: [ባንዲራችንይህችናትአረንጓዴቀይቀለማት] → [ባንዲራችንይህቺናትአረንጓዴቀይቀለማት] | original=[ባንዲራችን ይህች ና ት አረንጓዴ ቀይ ቀለማት] | corrected=[ባንዲራችን ይህቺ ናት አረንጓዴ ቀይ ቀለማት]
REJECTED | reason=characters changed: [በአስርሺዎችየሚቆጠሩትደግሞከቤትንብረታቸውተፈናቅለውበደቡብትናንሽከተሞችተጠልለዋል] → [በአስርሺዎችየሚቆጠሩትደግሞከቤትንብረታቸውተፈናቅለውበደቡብትናንሽከተሞችተጠለሉዋል] | original=[በ አስር ሺዎች የሚ ቆጠሩት ደግሞ ከ ቤት ንብረታቸው ተፈናቅ ለ ው በ ደቡብ ትናንሽ ከተሞች ተ ጠል ለዋል] | corrected=[በአስር ሺዎች የሚቆጠሩት ደግሞ ከቤት ንብረታቸው ተፈናቅለው በደቡብ ትናንሽ ከተሞች ተጠለሉዋል]
REJECTED | reason=characters changed: [በዚህጉዳይላይየፕሮጀክቱአስተባባሪየሆኑትአቶኤልያስእንዳለንምንአስተያየትእንዳላቸውበስልክጠይቀናቸውነበረ] → [በዚህጉዳይላይየፕሮጀክቱአስተባባሪየሆኑትአቶኤልያስእንዳለንምአስተያየትእንዳላቸውበስልክጠይቀናቸውነበረ] | original=[በዚህ ጉዳይ ላይ የ ፕሮጀክቱ አስተባባሪ የሆኑት አቶ ኤልያስ እንዳለ ን ም ን አስተያየት እንዳ ላቸው በ ስልክ ጠይቀ ናቸው ነበረ] | corrected=[በዚህ ጉዳይ ላይ የፕሮጀክቱ አስተባባሪ የሆኑት አቶ ኤልያስ እንዳለንም አስተያየት እንዳላቸው በስልክ ጠይቀናቸው ነበረ]
REJECTED | reason=characters changed: [ኦህዴዱየኦሮሚያምክትልፕሬዚዳንትኮብልለውዋሽንግተንውስጥከኦነጐችጋርታዩ] → [ኦህዴዱየኦሮሚያምክትልፕሬዚዳንትኮብለውዋሽንግተንውስጥከኦነጐችጋርታዩ] | original=[ኦህዴዱ የ ኦሮሚያ ምክትል ፕሬዚዳንት ኮብል ለ ው ዋሽንግተን ውስጥ ከ ኦነጐች ጋር ታዩ] | corrected=[ኦህዴዱ የኦሮሚያ ምክትል ፕሬዚዳንት ኮብለው ዋሽንግተን ውስጥ ከኦነጐች ጋር ታዩ]
